CellLine,TissueOrigin,rail_id,external_id,study,BigWigURL
22RV1,PROSTATE,2239804,SRR8616169,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/69/sra.base_sums.SRP186687_SRR8616169.ALL.bw
639V,URINARY_TRACT,2240030,SRR8616170,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/70/sra.base_sums.SRP186687_SRR8616170.ALL.bw
59M,OVARY,2240061,SRR8616171,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/71/sra.base_sums.SRP186687_SRR8616171.ALL.bw
5637,URINARY_TRACT,2240092,SRR8616172,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/72/sra.base_sums.SRP186687_SRR8616172.ALL.bw
42MGBA,CENTRAL_NERVOUS_SYSTEM,2240123,SRR8616173,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/73/sra.base_sums.SRP186687_SRR8616173.ALL.bw
HCC1954,BREAST,2240156,SRR8616174,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/74/sra.base_sums.SRP186687_SRR8616174.ALL.bw
HCC202,BREAST,2240187,SRR8616175,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/75/sra.base_sums.SRP186687_SRR8616175.ALL.bw
HCC15,LUNG,2240219,SRR8616176,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/76/sra.base_sums.SRP186687_SRR8616176.ALL.bw
HCC1806,BREAST,2240252,SRR8616177,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/77/sra.base_sums.SRP186687_SRR8616177.ALL.bw
HCC1833,LUNG,2240282,SRR8616178,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/78/sra.base_sums.SRP186687_SRR8616178.ALL.bw
HCC1937,BREAST,2240314,SRR8616179,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/79/sra.base_sums.SRP186687_SRR8616179.ALL.bw
HCC1500,BREAST,2240539,SRR8616180,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/80/sra.base_sums.SRP186687_SRR8616180.ALL.bw
HCC1569,BREAST,2240571,SRR8616181,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/81/sra.base_sums.SRP186687_SRR8616181.ALL.bw
HCC1588,LUNG,2240602,SRR8616182,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/82/sra.base_sums.SRP186687_SRR8616182.ALL.bw
HCC1599,BREAST,2240635,SRR8616183,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/83/sra.base_sums.SRP186687_SRR8616183.ALL.bw
SQ1,LUNG,2240664,SRR8616184,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/84/sra.base_sums.SRP186687_SRR8616184.ALL.bw
LOVO,LARGE_INTESTINE,2240699,SRR8616185,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/85/sra.base_sums.SRP186687_SRR8616185.ALL.bw
LOXIMVI,SKIN,2240730,SRR8616186,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/86/sra.base_sums.SRP186687_SRR8616186.ALL.bw
NCIH1563,LUNG,2240760,SRR8616187,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/87/sra.base_sums.SRP186687_SRR8616187.ALL.bw
NCIH146,LUNG,2240794,SRR8616188,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/88/sra.base_sums.SRP186687_SRR8616188.ALL.bw
NCIH1573,LUNG,2240826,SRR8616189,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/89/sra.base_sums.SRP186687_SRR8616189.ALL.bw
NCIH1568,LUNG,2241051,SRR8616190,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/90/sra.base_sums.SRP186687_SRR8616190.ALL.bw
NCIH1618,LUNG,2241083,SRR8616191,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/91/sra.base_sums.SRP186687_SRR8616191.ALL.bw
NCIH1581,LUNG,2241116,SRR8616192,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/92/sra.base_sums.SRP186687_SRR8616192.ALL.bw
CA46,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2241146,SRR8616193,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/93/sra.base_sums.SRP186687_SRR8616193.ALL.bw
CACO2,LARGE_INTESTINE,2241180,SRR8616194,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/94/sra.base_sums.SRP186687_SRR8616194.ALL.bw
BT474,BREAST,2241212,SRR8616195,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/95/sra.base_sums.SRP186687_SRR8616195.ALL.bw
BT483,BREAST,2241244,SRR8616196,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/96/sra.base_sums.SRP186687_SRR8616196.ALL.bw
BT549,BREAST,2241275,SRR8616197,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/97/sra.base_sums.SRP186687_SRR8616197.ALL.bw
BV173,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2241310,SRR8616198,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/98/sra.base_sums.SRP186687_SRR8616198.ALL.bw
BXPC3,PANCREAS,2241336,SRR8616199,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/99/sra.base_sums.SRP186687_SRR8616199.ALL.bw
C2BBE1,LARGE_INTESTINE,2244631,SRR8616200,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/00/sra.base_sums.SRP186687_SRR8616200.ALL.bw
C32,SKIN,2244663,SRR8616201,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/01/sra.base_sums.SRP186687_SRR8616201.ALL.bw
C8166,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2244695,SRR8616202,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/02/sra.base_sums.SRP186687_SRR8616202.ALL.bw
HS172T,FIBROBLAST,2244723,SRR8616203,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/03/sra.base_sums.SRP186687_SRR8616203.ALL.bw
HS229T,FIBROBLAST,2244760,SRR8616204,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/04/sra.base_sums.SRP186687_SRR8616204.ALL.bw
HOP62,LUNG,2244792,SRR8616205,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/05/sra.base_sums.SRP186687_SRR8616205.ALL.bw
HOP92,LUNG,2244820,SRR8616206,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/06/sra.base_sums.SRP186687_SRR8616206.ALL.bw
HMEL,BREAST,2244853,SRR8616207,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/07/sra.base_sums.SRP186687_SRR8616207.ALL.bw
HNT34,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2244883,SRR8616208,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/08/sra.base_sums.SRP186687_SRR8616208.ALL.bw
HPAFII,PANCREAS,2244916,SRR8616209,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/09/sra.base_sums.SRP186687_SRR8616209.ALL.bw
HPBALL,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2245142,SRR8616210,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/10/sra.base_sums.SRP186687_SRR8616210.ALL.bw
HOS,BONE,2245173,SRR8616211,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/11/sra.base_sums.SRP186687_SRR8616211.ALL.bw
HPAC,PANCREAS,2245204,SRR8616212,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/12/sra.base_sums.SRP186687_SRR8616212.ALL.bw
EWS502,BONE,2245238,SRR8616213,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/13/sra.base_sums.SRP186687_SRR8616213.ALL.bw
EW8,BONE,2245268,SRR8616214,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/14/sra.base_sums.SRP186687_SRR8616214.ALL.bw
FADU,UPPER_AERODIGESTIVE_TRACT,2245301,SRR8616215,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/15/sra.base_sums.SRP186687_SRR8616215.ALL.bw
F36P,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2245333,SRR8616216,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/16/sra.base_sums.SRP186687_SRR8616216.ALL.bw
EPLC272H,LUNG,2245367,SRR8616217,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/17/sra.base_sums.SRP186687_SRR8616217.ALL.bw
EOL1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2245397,SRR8616218,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/18/sra.base_sums.SRP186687_SRR8616218.ALL.bw
ESS1,ENDOMETRIUM,2245433,SRR8616219,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/19/sra.base_sums.SRP186687_SRR8616219.ALL.bw
ES2,OVARY,2245654,SRR8616220,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/20/sra.base_sums.SRP186687_SRR8616220.ALL.bw
VMCUB1,URINARY_TRACT,2252831,SRR8618300,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/00/sra.base_sums.SRP186687_SRR8618300.ALL.bw
ZR751,BREAST,2252863,SRR8618301,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/01/sra.base_sums.SRP186687_SRR8618301.ALL.bw
WM983B,SKIN,4505761,SRR8618302,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/02/sra.base_sums.SRP186687_SRR8618302.ALL.bw
WM88,SKIN,4505824,SRR8618303,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/03/sra.base_sums.SRP186687_SRR8618303.ALL.bw
ZR7530,BREAST,2252959,SRR8618304,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/04/sra.base_sums.SRP186687_SRR8618304.ALL.bw
VCAP,PROSTATE,4505952,SRR8618305,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/05/sra.base_sums.SRP186687_SRR8618305.ALL.bw
YAPC,PANCREAS,2253023,SRR8618306,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/06/sra.base_sums.SRP186687_SRR8618306.ALL.bw
WSUDLCL2,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2253055,SRR8618307,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/07/sra.base_sums.SRP186687_SRR8618307.ALL.bw
YD15,SALIVARY_GLAND,4506145,SRR8618308,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/08/sra.base_sums.SRP186687_SRR8618308.ALL.bw
YD10B,UPPER_AERODIGESTIVE_TRACT,2253119,SRR8618309,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/09/sra.base_sums.SRP186687_SRR8618309.ALL.bw
YD8,UPPER_AERODIGESTIVE_TRACT,4506658,SRR8618310,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/10/sra.base_sums.SRP186687_SRR8618310.ALL.bw
YD38,UPPER_AERODIGESTIVE_TRACT,4506720,SRR8618311,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/11/sra.base_sums.SRP186687_SRR8618311.ALL.bw
YKG1,CENTRAL_NERVOUS_SYSTEM,4506784,SRR8618312,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/12/sra.base_sums.SRP186687_SRR8618312.ALL.bw
YH13,CENTRAL_NERVOUS_SYSTEM,4506848,SRR8618313,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/13/sra.base_sums.SRP186687_SRR8618313.ALL.bw
WM2664,SKIN,4506912,SRR8618314,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/14/sra.base_sums.SRP186687_SRR8618314.ALL.bw
VMRCRCZ,KIDNEY,4506977,SRR8618315,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/15/sra.base_sums.SRP186687_SRR8618315.ALL.bw
WM1799,SKIN,4507040,SRR8618316,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/16/sra.base_sums.SRP186687_SRR8618316.ALL.bw
VMRCRCW,KIDNEY,4507104,SRR8618317,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/17/sra.base_sums.SRP186687_SRR8618317.ALL.bw
WM115,SKIN,4507170,SRR8618318,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/18/sra.base_sums.SRP186687_SRR8618318.ALL.bw
WM793,SKIN,4507234,SRR8618319,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/19/sra.base_sums.SRP186687_SRR8618319.ALL.bw
